"zip_code","taxa_inad_temp","Risco_zip_code_BIN"
"816xx",0.19327731092437,"Risk2"
"820xx",0.169117647058824,"Risk2"
"821xx",1,"Risk3"
"822xx",0.117647058823529,"Risk1"
"823xx",0.0666666666666667,"Risk1"
"824xx",0.162790697674419,"Risk2"
"825xx",0.193548387096774,"Risk2"
"826xx",0.235955056179775,"Risk3"
"827xx",0.131578947368421,"Risk1"
"828xx",0.09375,"Risk1"
"829xx",0.118279569892473,"Risk1"
"830xx",0.05,"Risk1"
"831xx",0.037037037037037,"Risk1"
"832xx",0,"Risk1"
"833xx",0,"Risk1"
"834xx",0,"Risk1"
"836xx",0,"Risk1"
"840xx",0.18107476635514,"Risk2"
"841xx",0.13563829787234,"Risk1"
"843xx",0.197530864197531,"Risk3"
"844xx",0.19811320754717,"Risk3"
"845xx",0.2,"Risk3"
"846xx",0.120967741935484,"Risk1"
"847xx",0.150943396226415,"Risk1"
"850xx",0.169275929549902,"Risk2"
"851xx",0.198776758409786,"Risk3"
"852xx",0.170811518324607,"Risk2"
"853xx",0.176211453744494,"Risk2"
"854xx",0,"Risk1"
"855xx",0.166666666666667,"Risk2"
"856xx",0.166666666666667,"Risk2"
"857xx",0.175609756097561,"Risk2"
"859xx",0.188679245283019,"Risk2"
"860xx",0.203883495145631,"Risk3"
"861xx",0,"Risk1"
"863xx",0.189944134078212,"Risk2"
"864xx",0.197368421052632,"Risk3"
"865xx",0.125,"Risk1"
"870xx",0.164948453608247,"Risk2"
"871xx",0.226519337016575,"Risk3"
"873xx",0.166666666666667,"Risk2"
"874xx",0.233333333333333,"Risk3"
"875xx",0.198717948717949,"Risk3"
"877xx",0.105263157894737,"Risk1"
"878xx",0,"Risk1"
"879xx",0,"Risk1"
"880xx",0.233128834355828,"Risk3"
"881xx",0.254545454545455,"Risk3"
"882xx",0.125,"Risk1"
"883xx",0.169491525423729,"Risk2"
"884xx",0,"Risk1"
"888xx",0,"Risk1"
"889xx",1,"Risk3"
"890xx",0.181257706535142,"Risk2"
"891xx",0.223241590214067,"Risk3"
"893xx",0.0555555555555555,"Risk1"
"894xx",0.164948453608247,"Risk2"
"895xx",0.149350649350649,"Risk1"
"897xx",0.140350877192982,"Risk1"
"898xx",0.19811320754717,"Risk3"
"900xx",0.16899832120873,"Risk2"
"901xx",1,"Risk3"
"902xx",0.184747583243824,"Risk2"
"903xx",0.235772357723577,"Risk3"
"904xx",0.111111111111111,"Risk1"
"905xx",0.135593220338983,"Risk1"
"906xx",0.17887323943662,"Risk2"
"907xx",0.172248803827751,"Risk2"
"908xx",0.160751565762004,"Risk1"
"909xx",0,"Risk1"
"910xx",0.143911439114391,"Risk1"
"911xx",0.120567375886525,"Risk1"
"912xx",0.225,"Risk3"
"913xx",0.163191948238677,"Risk2"
"914xx",0.255639097744361,"Risk3"
"915xx",0.16260162601626,"Risk2"
"916xx",0.216216216216216,"Risk3"
"917xx",0.185756676557863,"Risk2"
"918xx",0.25609756097561,"Risk3"
"919xx",0.187396351575456,"Risk2"
"920xx",0.184448462929475,"Risk2"
"921xx",0.1927119831815,"Risk2"
"922xx",0.163636363636363,"Risk2"
"923xx",0.161324786324786,"Risk2"
"924xx",0.256,"Risk3"
"925xx",0.173384030418251,"Risk2"
"926xx",0.180811808118081,"Risk2"
"927xx",0.194078947368421,"Risk3"
"928xx",0.154275092936803,"Risk1"
"929xx",0,"Risk1"
"930xx",0.156928213689482,"Risk1"
"931xx",0.157534246575342,"Risk1"
"932xx",0.192037470725995,"Risk2"
"933xx",0.221686746987952,"Risk3"
"934xx",0.128279883381924,"Risk1"
"935xx",0.177725118483412,"Risk2"
"936xx",0.187301587301587,"Risk2"
"937xx",0.202380952380952,"Risk3"
"938xx",1,"Risk3"
"939xx",0.173913043478261,"Risk2"
"940xx",0.16094674556213,"Risk2"
"941xx",0.127450980392157,"Risk1"
"942xx",0,"Risk1"
"943xx",0.155172413793103,"Risk1"
"944xx",0.112582781456954,"Risk1"
"945xx",0.165839536807279,"Risk2"
"946xx",0.16751269035533,"Risk2"
"947xx",0.0779220779220779,"Risk1"
"948xx",0.214765100671141,"Risk3"
"949xx",0.139344262295082,"Risk1"
"950xx",0.180740740740741,"Risk2"
"951xx",0.17515923566879,"Risk2"
"952xx",0.165266106442577,"Risk2"
"953xx",0.169142857142857,"Risk2"
"954xx",0.161038961038961,"Risk2"
"955xx",0.142857142857143,"Risk1"
"956xx",0.159784560143627,"Risk1"
"957xx",0.154963680387409,"Risk1"
"958xx",0.17910447761194,"Risk2"
"959xx",0.164804469273743,"Risk2"
"960xx",0.202247191011236,"Risk3"
"961xx",0.099009900990099,"Risk1"
"962xx",0.3,"Risk3"
"963xx",0.5,"Risk3"
"967xx",0.188612099644128,"Risk2"
"968xx",0.200573065902579,"Risk3"
"970xx",0.15015479876161,"Risk1"
"971xx",0.128571428571429,"Risk1"
"972xx",0.105421686746988,"Risk1"
"973xx",0.162790697674419,"Risk2"
"974xx",0.142857142857143,"Risk1"
"975xx",0.199052132701422,"Risk3"
"976xx",0.205882352941176,"Risk3"
"977xx",0.135294117647059,"Risk1"
"978xx",0.193877551020408,"Risk2"
"979xx",0.0909090909090909,"Risk1"
"980xx",0.128794848206072,"Risk1"
"981xx",0.124137931034483,"Risk1"
"982xx",0.147192716236722,"Risk1"
"983xx",0.132013201320132,"Risk1"
"984xx",0.176056338028169,"Risk2"
"985xx",0.159883720930233,"Risk1"
"986xx",0.149473684210526,"Risk1"
"988xx",0.105633802816901,"Risk1"
"989xx",0.179347826086957,"Risk2"
"990xx",0.20952380952381,"Risk3"
"991xx",0.105263157894737,"Risk1"
"992xx",0.180952380952381,"Risk2"
"993xx",0.162280701754386,"Risk2"
"994xx",0.181818181818182,"Risk2"
"995xx",0.174377224199288,"Risk2"
"996xx",0.157894736842105,"Risk1"
"997xx",0.171171171171171,"Risk2"
"998xx",0.162790697674419,"Risk2"
"999xx",0.16,"Risk1"
